Symbol,Name,MarketCap,Sector,Industry
BCRX,"BioCryst Pharmaceuticals, Inc.",567975697.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",109588990.5,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,64321286818,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOL,"Biolase, Inc.",95943650.42,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",27301122.56,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,41459003.81,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,16240807205,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",19372078.67,Health Care,Medical/Dental Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,7352205.821,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",79309019.74,Health Care,Major Pharmaceuticals
BIOP,"Bioptix, Inc",14097429.23,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIOS,"BioScrip, Inc.",216535879.1,Health Care,Medical/Nursing Services
BBC,BioShares Biotechnology Clinical Trials Fund,22700090.8,n/a,n/a
BBP,BioShares Biotechnology Products Fund,38620154.48,n/a,n/a
BSTC,BioSpecifics Technologies Corp,380800631.5,Health Care,Major Pharmaceuticals
BSTG,"Biostage, Inc.",6631435.997,Health Care,Medical/Dental Instruments
BSPM,"Biostar Pharmaceuticals, Inc.",6434726.52,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,4003557106,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",744738408.8,Health Care,Medical Specialities
BIVV,Bioverativ Inc.,5668559783,Health Care,Major Pharmaceuticals
BJRI,"BJ&#39;s Restaurants, Inc.",815327495.8,Consumer Services,Restaurants
BBOX,Black Box Corporation,134820786.7,Technology,Computer Communications Equipment
BDE,"Black Diamond, Inc.",168089252.8,Consumer Non-Durables,Recreational Products/Toys
BLKB,"Blackbaud, Inc.",3511189874,Technology,Computer Software: Prepackaged Software
BBRY,BlackBerry Limited,3649756628,Public Utilities,Telecommunications Equipment
HAWK,"Blackhawk Network Holdings, Inc.",2013044300,Finance,Finance: Consumer Services
BL,"BlackLine, Inc.",1466288938,n/a,n/a
BKCC,BlackRock Capital Investment Corporation,565421162.8,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,20779080,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,59793000,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,130684600,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,13136500,n/a,n/a
BLMN,"Bloomin&#39; Brands, Inc.",1762740178,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",675796750,Technology,EDP Services
BLBD,Blue Bird Corporation,389207473.2,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,"Blue Buffalo Pet Products, Inc.",4932533528,Consumer Non-Durables,Packaged Foods
BHBK,"Blue Hills Bancorp, Inc.",493721132.9,Finance,Major Banks
BLUE,"bluebird bio, Inc.",3469762107,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",267851897.9,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",236374208.1,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,1161670983,Health Care,Major Pharmaceuticals
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,0,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",1419043339,Consumer Services,RETAIL: Building Materials
BNCN,BNC Bancorp,1897770251,Finance,Major Banks
BOBE,"Bob Evans Farms, Inc.",1123049686,Consumer Services,Restaurants
BOFI,"BofI Holding, Inc.",1855876173,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",0,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",439442104.9,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",754704512.1,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,5448752192,Finance,Major Banks
BOKFL,BOK Financial Corporation,0,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",11494381.13,Capital Goods,Industrial Machinery/Components
BPFH,"Boston Private Financial Holdings, Inc.",1446682514,Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",0,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",0,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",1009517916,Technology,Computer Software: Prepackaged Software
BLVD,Boulevard Acquisition Corp. II,464350000,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,0,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,0,Finance,Business Services
BBRX,"Braeburn Pharmaceuticals, Inc.",0,n/a,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,78115785.66,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,"Bravo Brio Restaurant Group, Inc.",69948523.75,Consumer Services,Restaurants
BDGE,"Bridge Bancorp, Inc.",705610063,Finance,Major Banks
BLIN,"Bridgeline Digital, Inc.",17480918.22,Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,112097967.5,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,284401325.7,Technology,EDP Services
AVGO,Broadcom Limited,87554834262,Technology,Semiconductors
BSFT,"BroadSoft, Inc.",1304205195,Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",28453806,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,45319218.44,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",88474721.61,Capital Goods,Metal Fabrications
BRCD,"Brocade Communications Systems, Inc.",5035066274,Technology,Computer Communications Equipment
BRKL,"Brookline Bancorp, Inc.",1122390114,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",1452991157,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,3926678268,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,696263386.5,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",254626652.2,Finance,Major Banks
BSQR,BSQUARE Corporation,63958819.5,Miscellaneous,Business Services
BWLD,"Buffalo Wild Wings, Inc.",2682350428,Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",1690194600,Consumer Services,RETAIL: Building Materials
BMLA,BullMark LatAm Select Leaders ETF,0,n/a,n/a
BUR,Burcon NutraScience Corp,66197556.25,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,165024637.2,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",11304946647,Transportation,Oil Refining/Marketing
CA,CA Inc.,13575794351,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,1750787574,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",8669715900,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",308326713.5,Public Utilities,Water Supply
CACQ,Caesars Acquisition Company,2074992725,Consumer Services,Hotels/Resorts
CZR,Caesars Entertainment Corporation,1427693889,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,1191190132,Capital Goods,Building Materials
PRSS,CafePress Inc.,51638848.3,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",42154140.12,Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,828372665.6,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,775572156,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,467698392.6,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,456714118.1,n/a,n/a
CGO,Calamos Global Total Return Fund,99887011.8,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,1729011660,n/a,n/a
CAMP,CalAmp Corp.,586074922.1,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",924000000,Consumer Non-Durables,Farming/Seeds/Milling
CFNB,California First National Bancorp,162934941,Finance,Major Banks
CALA,"Calithera Biosciences, Inc.",287956172.8,Health Care,Major Pharmaceuticals
CALD,"Callidus Software, Inc.",1265054097,Technology,EDP Services
CALM,"Cal-Maine Foods, Inc.",1815012762,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",305532252,Energy,Integrated oil Companies
ABCD,"Cambium Learning Group, Inc.",223212806.2,Consumer Services,Publishing
CAC,Camden National Corporation,660377091.9,Finance,Major Banks
CAMT,Camtek Ltd.,127606915.4,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,832847143,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",43441466.2,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,46460425,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,888389981.6,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,2097195179,Finance,Major Banks
CCBG,Capital City Bank Group,344985600,Finance,Major Banks
CPLP,Capital Product Partners L.P.,405354181.6,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,267111598.3,n/a,n/a
CPTA,Capitala Finance Corp.,221593876.4,n/a,n/a
CLAC,Capitol Acquisition Corp. III,408281250,Finance,Business Services
CLACU,Capitol Acquisition Corp. III,0,Finance,Business Services
CLACW,Capitol Acquisition Corp. III,0,Finance,Business Services
CFFN,"Capitol Federal Financial, Inc.",2076531742,Finance,Savings Institutions
CAPN,"Capnia, Inc.",12148929.1,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPNW,"Capnia, Inc.",0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPR,"Capricor Therapeutics, Inc.",55851439.59,Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",218151907.1,Finance,Major Banks
CPST,Capstone Turbine Corporation,27151008.36,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",492182848.5,Health Care,Major Pharmaceuticals
CARB,"Carbonite, Inc.",545141077.6,Technology,EDP Services
CCN,CardConnect Corp.,401081067.5,Finance,Business Services
CFNL,Cardinal Financial Corporation,1039626900,Finance,Major Banks
CRME,Cardiome Pharma Corporation,98522857.8,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",905056559.5,Health Care,Medical/Dental Instruments
CATM,Cardtronics plc,2042347138,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",50002463.4,Health Care,Medical Specialities
CECO,Career Education Corporation,578435408.4,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",1035632394,Consumer Services,Real Estate Investment Trusts
CLBH,Carolina Bank Holdings Inc.,141419475,Finance,Major Banks
CARO,Carolina Financial Corporation,437869071.5,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",41622494.1,Finance,Major Banks
CRZO,"Carrizo Oil & Gas, Inc.",2031095476,Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",528578050,Consumer Services,Restaurants
CRTN,"Cartesian, Inc.",10156744.5,Consumer Services,Professional Services
CARV,"Carver Bancorp, Inc.",12271008.84,Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",40740700.48,Health Care,Medical/Dental Instruments
CACB,Cascade Bancorp,629163018,Finance,Major Banks
CASC,"Cascadian Therapeutics, Inc.",95891220,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CWST,"Casella Waste Systems, Inc.",541008762.1,Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",4464266289,Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",89090929.52,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",728241452.6,Miscellaneous,Business Services
CATB,"Catabasis Pharmaceuticals, Inc.",21077102.39,Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc.",331396.2,Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",96989859.72,Health Care,Major Pharmaceuticals
CATY,Cathay General Bancorp,3143013736,Finance,Major Banks
CATYW,Cathay General Bancorp,0,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",1070648555,Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",4547391648,Technology,Semiconductors
CBFV,"CB Financial Services, Inc.",107484367.4,Finance,Major Banks
CBAK,"CBAK Energy Technology, Inc.",25970621.43,Miscellaneous,Industrial Machinery/Components
CBOE,"CBOE Holdings, Inc.",6362200979,Finance,Investment Bankers/Brokers/Service
CDK,"CDK Global, Inc.",9764794814,Miscellaneous,Business Services
CDW,CDW Corporation,9524469358,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,388074560.5,Capital Goods,Pollution Control Equipment
CELG,Celgene Corporation,96203333804,Health Care,Major Pharmaceuticals
CELGZ,Celgene Corporation,0,Health Care,Major Pharmaceuticals
CLDX,"Celldex Therapeutics, Inc.",445093510.7,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,5182251.2,n/a,n/a
APOPW,Cellect Biotechnology Ltd.,0,n/a,n/a
CLRB,"Cellectar Biosciences, Inc.",25533694.08,Health Care,Major Pharmaceuticals
CLRBW,"Cellectar Biosciences, Inc.",0,Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",0,Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,172984227.3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",176715450.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,7656088.596,Health Care,Major Pharmaceuticals
CYAD,Celyad SA,11906532.07,Health Care,Major Pharmaceuticals
CEMP,"Cempra, Inc.",191192584.5,Health Care,Major Pharmaceuticals
CETX,Cemtrex Inc.,36936289.28,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,0,Capital Goods,Industrial Machinery/Components
CETXW,Cemtrex Inc.,0,Capital Goods,Industrial Machinery/Components
CDEV,"Centennial Resource Development, Inc.",4254584751,Energy,Oil & Gas Production
CDEVW,"Centennial Resource Development, Inc.",0,Energy,Oil & Gas Production
CSFL,"CenterState Banks, Inc.",1277668930,Finance,Major Banks
CETV,Central European Media Enterprises Ltd.,423180217,Consumer Services,Broadcasting
CFBK,Central Federal Corporation,28805238,Finance,Savings Institutions
CENT,Central Garden & Pet Company,1764188728,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,1667689607,Consumer Durables,Consumer Specialties
CVCY,Central Valley Community Bancorp,250162589,Finance,Major Banks
CFCB,Centrue Financial Corporation,170333098.1,Finance,Major Banks
CENX,Century Aluminum Company,1252050372,Basic Industries,Aluminum
CNBKA,"Century Bancorp, Inc.",359130130.5,Finance,Major Banks
CNTY,"Century Casinos, Inc.",171600888.4,Consumer Services,Hotels/Resorts
CRNT,Ceragon Networks Ltd.,281218458.3,Technology,Radio And Television Broadcasting And Communications Equipment
CERC,Cerecor Inc.,7375605.75,Health Care,Major Pharmaceuticals
CERCW,Cerecor Inc.,0,Health Care,Major Pharmaceuticals
CERCZ,Cerecor Inc.,0,Health Care,Major Pharmaceuticals
CERN,Cerner Corporation,18378564986,Technology,EDP Services
CERU,Cerulean Pharma Inc.,37861238.4,Health Care,Major Pharmaceuticals
CERS,Cerus Corporation,461461745.1,Health Care,Medical/Dental Instruments
KOOL,Cesca Therapeutics Inc.,28967157.86,Capital Goods,Medical Specialities
CEVA,"CEVA, Inc.",710163202.1,Technology,Semiconductors
CFCO,CF Corporation,847560000,Finance,Business Services
CFCOU,CF Corporation,0,Finance,Business Services
CFCOW,CF Corporation,0,Finance,Business Services
CSBR,"Champions Oncology, Inc.",35205646.11,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYOU,Changyou.com Limited,518621306.3,Technology,Computer Software: Prepackaged Software
HOTR,"Chanticleer Holdings, Inc.",8455697.31,Consumer Services,Restaurants
HOTRW,"Chanticleer Holdings, Inc.",0,Consumer Services,Restaurants
CTHR,Charles & Colvard Ltd,22731578.1,Consumer Durables,Consumer Specialties
GTLS,"Chart Industries, Inc.",1128082425,Capital Goods,Metal Fabrications
CHTR,"Charter Communications, Inc.",86671136640,Consumer Services,Television Services
CHFN,Charter Financial Corp.,284071673.6,Finance,Savings Institutions
CHKP,Check Point Software Technologies Ltd.,17378215325,Technology,Computer Software: Prepackaged Software
CHEK,Check-Cap Ltd.,31512063.5,Health Care,Medical Electronics
CHEKW,Check-Cap Ltd.,0,Health Care,Medical Electronics
CEMI,"Chembio Diagnostics, Inc.",72546889.7,Health Care,Major Pharmaceuticals
CHFC,Chemical Financial Corporation,3796108230,Finance,Major Banks
CCXI,"ChemoCentryx, Inc.",332250629.7,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,171284498.3,Finance,Major Banks
CHKE,Cherokee Inc.,116561556,Consumer Non-Durables,Apparel
CHMA,"Chiasma, Inc.",40193313.6,Health Care,Major Pharmaceuticals
PLCE,"Children&#39;s Place, Inc. (The)",1803739600,Consumer Services,Clothing/Shoe/Accessory Stores
CMRX,"Chimerix, Inc.",291324023.3,Health Care,Major Pharmaceuticals
CADC,"China Advanced Construction Materials Group, Inc.",6446437.834,Basic Industries,Engineering & Construction
CALI,China Auto Logistics Inc.,9234727.866,Consumer Services,Motor Vehicles
CAAS,"China Automotive Systems, Inc.",148063265.3,Capital Goods,Auto Parts:O.E.M.
CBPO,"China Biologic Products, Inc.",2727177130,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCL,"China Ceramics Co., Ltd.",6103959.789,Capital Goods,Building Materials
CCCR,"China Commercial Credit, Inc.",16970432.58,Finance,Major Banks
